Messages,Lang
братишка,RUSSIAN
any mdi ,ENGLISH
free to end,ENGLISH
=d,SPANISH
end parni),ENGLISH
2  raza napugal,SPANISH
GGS,ENGLISH
go mid,SPANISH
kuai,ENGLISH
sb 23,ENGLISH
gg ez,SPANISH
why soez?,ENGLISH
gg,ENGLISH
commend me noob,ENGLISH
харош,RUSSIAN
не зря фармил,RUSSIAN
долбаеб закрой ебало,RUSSIAN
тебе вр соло выиграла,RUSSIAN
нахуй ты свою мусорку открываешь,RUSSIAN
ez wind vs zeus ?,ENGLISH
GG,ENGLISH
haHAA,ENGLISH
GG,ENGLISH
ggs,ENGLISH
Report abadon?,ENGLISH
kill me,ENGLISH
tAPOS ANG BOXING,ENGLISH
aw,ENGLISH
ez,SPANISH
钱都买眼 粉了 怎么有经济装备,CHINESE
я фидить,RUSSIAN
20 процентов вот бы у тебя мать шлюха умерла,RUSSIAN
SDF[S[DAS[D,SPANISH
БРО Я ВКАЧАЛ В 3,RUSSIAN
ЕГО,RUSSIAN
а,RUSSIAN
ИБО ТЫ ПИДАР ПОД ТАВЕР ИДЕШЬ),RUSSIAN
извини,RUSSIAN
тогда,RUSSIAN
май бет,RUSSIAN
ПОПАУ,RUSSIAN
я топ,RUSSIAN
bot,ENGLISH
blin,ENGLISH
остынь амиго,RUSSIAN
мне нужны хоть какие то ,RUSSIAN
баксы,RUSSIAN
прости,RUSSIAN
Не нужны,RUSSIAN
солидное его,RUSSIAN
ехо,RUSSIAN
уважаемое,RUSSIAN
так у нас картавый узкоглазы й на луне,RUSSIAN
у него эхо визгов,RUSSIAN
еще солиднее,RUSSIAN
party kai,ENGLISH
ДЕБИЛЫ,RUSSIAN
ЕБАННЫЕ,RUSSIAN
захахаха,RUSSIAN
так я щас,RUSSIAN
мк,RUSSIAN
пикну,RUSSIAN
и 20 0,RUSSIAN
ебну,RUSSIAN
ДАВАЙ ДАВАЙ,RUSSIAN
что б тебе обидно,RUSSIAN
біло,RUSSIAN
ХУЯРЬ ХУЯРЬ,RUSSIAN
было,RUSSIAN
хахахахаха,RUSSIAN
БИЛО БИЛО,RUSSIAN
ну,RUSSIAN
батю,RUSSIAN
возьмите,RUSSIAN
мне,RUSSIAN
НЕТ,RUSSIAN
БАТЮ,RUSSIAN
НАХУЙ,RUSSIAN
че,RUSSIAN
xd,SPANISH
блять,RUSSIAN
:),[]
po midu,SPANISH
go,SPANISH
prosto,SPANISH
го дальше по миду,RUSSIAN
buy mettor,ENGLISH
парикьнте ебло иранской шлюхи на розовом,RUSSIAN
если на руибке,RUSSIAN
был бы не покупной,RUSSIAN
dx,ENGLISH
Xd,SPANISH
Xd,SPANISH
xd,SPANISH
middle,ENGLISH
as 5,SPANISH
ливни,RUSSIAN
тварь,RUSSIAN
тупая,RUSSIAN
ливай батя кая,RUSSIAN
это рубрика,RUSSIAN
1 про игрок,RUSSIAN
Против 50 рекрутов,RUSSIAN
ЧТО БУДЕТ ЕСЛИ ТОП 1 БРИСТ БЕК,RUSSIAN
пРОТИВ 50 РЕКРУТОВ,RUSSIAN
он оближет яйца рекрутов,RUSSIAN
?,[]
),[]
НА ТЕЧИСЕ,RUSSIAN
pieceofhsit,ENGLISH
РУИНИТЬ,RUSSIAN
МОЖЕТ,RUSSIAN
А ВЫИГРАТЬ,RUSSIAN
НА БРИСТЛ,RUSSIAN
БЕКЕ,RUSSIAN
НЕ МОЖЕТ,RUSSIAN
РЕПОРТ,RUSSIAN
батя,RUSSIAN
варды ставь,RUSSIAN
на победу же,RUSSIAN
просто,RUSSIAN
как шлюху,RUSSIAN
портовую,RUSSIAN
вернул,RUSSIAN
{F{F{,ENGLISH
?,[]
киньте репорт ему плз,RUSSIAN
слишком умный,RUSSIAN
?,[]
хазхывапъвухпдзкфпы,RUSSIAN
3vs5,ENGLISH
тракса,RUSSIAN
ебать у тебя сет заряга,RUSSIAN
GEGE,ENGLISH
ломайте,RUSSIAN
WEPE,ENGLISH
в пизду,RUSSIAN
AXE DAL DOBRO,SPANISH
SDKLFJKALSDFGKLERGLKGGS,SPANISH
gg ez,SPANISH
JSDHAAHASHHJAKJADFKS,ENGLISH
gg ez,SPANISH
Я МАГНУС,RUSSIAN
УАХАХУХАУХА,RUSSIAN
ПОХОТЛИВЫЙ СТАС В ДЕЛЕ,RUSSIAN
УХААХАХАХ,RUSSIAN
AHAHAHAHAHAA,ENGLISH
троль без тп,RUSSIAN
тебе удобно?,RUSSIAN
AF{FA{AF}F}A{}{AJFAJAJAJAJA,SPANISH
СВИНЬЯ)())))),RUSSIAN
порофлили,RUSSIAN
хрюньдели,RUSSIAN
bobo ka,SPANISH
hahaha triggered,SPANISH
bobo talaga,SPANISH
winnable,ENGLISH
booyah,ENGLISH
bobo ka chrono mo pa ako,SPANISH
BASAGH ANG ITLOG MO SA AKIN BATA,ENGLISH
TAPOS NA ,SPANISH
NILABAS ANG PAGIGING BATANG HAMOG ,ENGLISH
FREE GAME,ENGLISH
THANKS ,ENGLISH
KULIT NAMAN,ENGLISH
EZ TOP,SPANISH
GG,ENGLISH
Ggez kaen pagpag muna mga bobo,ENGLISH
Ggez kaen pagpag muna mga bobo,ENGLISH
ez legend,SPANISH
LOL,SPANISH
GAGO AHAHHA,SPANISH
gg,ENGLISH
for selemani,SPANISH
ggwp,ENGLISH
gg,ENGLISH
gg,ENGLISH
gg wp,ENGLISH
打麻将？,CHINESE
ахха,RUSSIAN
Валет,RUSSIAN
вальты пока,RUSSIAN
изи,RUSSIAN
gg,ENGLISH
gg,ENGLISH
EZ MI,SPANISH
yep,ENGLISH
ez,SPANISH
mid gap,ENGLISH
фрик,RUSSIAN
хд,RUSSIAN
афк,RUSSIAN
вставайте,RUSSIAN
окей,RUSSIAN
бруда соло,RUSSIAN
Free bot,ENGLISH
ЧУДО,RUSSIAN
зачем вы пыжетесь ,RUSSIAN
ну все же ясно уже,RUSSIAN
ща,RUSSIAN
рп с бкб нажмите еще раз в лиончика,RUSSIAN
0 12,[]
на тинкере старый бог?,RUSSIAN
оказываеться вы ебать контр пикнули тинкера ,RUSSIAN
ХАХАХАХ,RUSSIAN
РАК,RUSSIAN
УХАХАХАХ,RUSSIAN
баран он и в африке баран,RUSSIAN
гг,RUSSIAN
[f[f[f[f,ENGLISH
xaxaxaxa,ENGLISH
miwki,ENGLISH
я не мишка,RUSSIAN
ушлепок,RUSSIAN
nice void ,ENGLISH
mkb 1 slot,ENGLISH
xaxaxaxa,ENGLISH
с чурками не хочу играть,RUSSIAN
xaxaxaxax,ENGLISH
тебя совет сначала бкб потом ммкб,RUSSIAN
мишок,RUSSIAN
мне похуй,RUSSIAN
ты никто,RUSSIAN
新手 求轻虐,CHINESE
紧张都夹紧了,CHINESE
没赢过,CHINESE
还没推完 吗,CHINESE
太慢了,CHINESE
没输出,CHINESE
没输出,CHINESE
？,[]
哈哈 玩不过吗,CHINESE
打不过了,CHINESE
怪我 ,CHINESE
опять у тебя птс забирать,RUSSIAN
у каво,RUSSIAN
у кого,RUSSIAN
у вас бот,RUSSIAN
на керри,RUSSIAN
анлак,RUSSIAN
я зн,RUSSIAN
скрытый пул ,RUSSIAN
)),[]
там,RUSSIAN
байнутый,RUSSIAN
братик мы же семья,RUSSIAN
акк),RUSSIAN
мы же одной крови,RUSSIAN
из одной матери выпали,RUSSIAN
прямиком головой на кафель,RUSSIAN
бля,RUSSIAN
это,RUSSIAN
такая,RUSSIAN
блядина,RUSSIAN
баерная,RUSSIAN
это просто пиздец),RUSSIAN
g next,ENGLISH
gg,ENGLISH
несите,RUSSIAN
даж впадлу,RUSSIAN
с баерком,RUSSIAN
играть,RUSSIAN
ЗДАНИЯ БЕЙТЕ,RUSSIAN
геге,RUSSIAN
gl net,ENGLISH
gg,ENGLISH
next,ENGLISH
арк,RUSSIAN
"зевс,хули голый?",RUSSIAN
ты ебнулся,RUSSIAN
?,[]
ааууфф зевс мужчина моей мечтыыы,RUSSIAN
какой 51 на 4,RUSSIAN
та там фри игра была ,RUSSIAN
забей,RUSSIAN
ладно,RUSSIAN
"винстрки идет, везет пока ",RUSSIAN
а ну нихуя,RUSSIAN
гира ,RUSSIAN
выебу ,RUSSIAN
-0,[]
Скок у теяб стрик?,RUSSIAN
как на том фото?,RUSSIAN
у меня? ,RUSSIAN
игр 35 ,RUSSIAN
+,[]
*?,[]
GG WP,ENGLISH
еще),RUSSIAN
арк у нас просто 0,RUSSIAN
Пикнули,RUSSIAN
?,[]
https://www.twitch.tv/leaqulvvrax,ENGLISH
2x5,SPANISH
35 стрик?,RUSSIAN
Ну что поцики,RUSSIAN
успокойся),RUSSIAN
реопрт луна бездарь,RUSSIAN
это выблок на арке ,RUSSIAN
мои 26 сильнее оказались,RUSSIAN
gee gee,ENGLISH
gg mid,ENGLISH
legit no damage items,ENGLISH
Snapfire,ENGLISH
end,ENGLISH
笑死了 ,CHINESE
前两分钟那么硬的,CHINESE
трон,RUSSIAN
zaslujennaya pobeda bratva,ENGLISH
)),[]
end bratva,ENGLISH
),[]
low skilli ebanie,ENGLISH
snesite throne,ENGLISH
хдд)),RUSSIAN
команда сиськи,RUSSIAN
Да,RUSSIAN
ЫХВАПХЫВПХЫВХП,RUSSIAN
легенды,RUSSIAN
\ue12f,SPANISH
????,[]
????,[]
??,[]
вообще то ???,RUSSIAN
ББ,RUSSIAN
go next plz,ENGLISH
gg,ENGLISH
во что?,RUSSIAN
ez,SPANISH
ez,SPANISH
ez,SPANISH
ez,SPANISH
ez,SPANISH
next,ENGLISH
??,[]
end,ENGLISH
this luna,ENGLISH
ez bot,SPANISH
grim was a bad suport,ENGLISH
poor luna,SPANISH
report luna ,ENGLISH
we had DC,ENGLISH
u didnt wait,ENGLISH
karma,SPANISH
dont pick me with weak mentality ,ENGLISH
i will ruin ,ENGLISH
idc ,ENGLISH
FF,ENGLISH
PLS,ENGLISH
stay afk ,ENGLISH
)))),[]
d,SPANISH
dont kill me ,ENGLISH
this sniper ,ENGLISH
end,ENGLISH
report sniper and void,ENGLISH
animal ,ENGLISH
dont kill abbadon,ENGLISH
he is stacking,ENGLISH
sniper ,ENGLISH
дауненок ,RUSSIAN
fu mother ,ENGLISH
animal trash ,ENGLISH
both safelaners,ENGLISH
void,ENGLISH
and,ENGLISH
sniper,ENGLISH
both ruiners,ENGLISH
thtrone boys,ENGLISH
fu mother,ENGLISH
animal ,ENGLISH
hard to throne?,ENGLISH
laning vs u was def easier,ENGLISH
lol ,SPANISH
Ez ,SPANISH
animals ,ENGLISH
magnus,ENGLISH
mf,ENGLISH
gg,ENGLISH
gg,ENGLISH
gg wp,ENGLISH
gg,ENGLISH
，。。,[]
推吧,CHINESE
为什么  ,CHINESE
末日大都没学,CHINESE
。。,[]
飞鞋 点金 ,CHINESE
  你想他 怎么样,CHINESE
不举报末日  下局就是你们队友,CHINESE
。。,[]
好横渡,CHINESE
狠毒,CHINESE
你看末日 名字,CHINESE
我就搞不懂了这种垃圾人,CHINESE
本来就菜,CHINESE
你们喷他干嘛,CHINESE
喷他,CHINESE
速度推,CHINESE
浪费时间,CHINESE
那你们守什么呢。、,CHINESE
意思还忍他？,CHINESE
我也奇怪。,CHINESE
忍者神龟？,CHINESE
跟人讲道理起码对面是个人吧,CHINESE
有用吗喷人,CHINESE
举报不过分吧,CHINESE
好得,CHINESE
系诶些,CHINESE
能不能送 两只鸡沙沙,CHINESE
举报了,CHINESE
xiexie ,ENGLISH
祝愿大家局局都遇见这s.b在对面,CHINESE
送两只鸡杀一下 谢谢,CHINESE
谢啦,CHINESE
告诉我这个畜生在哪里,CHINESE
下路,CHINESE
我帮你爱了他,CHINESE
你们1塔,CHINESE
下路二塔,CHINESE
你们也去,CHINESE
2他,CHINESE
二塔下面的也去,CHINESE
。。,[]
哈哈哈,CHINESE
舒服了嘛,CHINESE
哈哈  人家玻璃心嘛,CHINESE
破坏游戏环境,CHINESE
速度推了  下一局,CHINESE
生活中还是游戏里垃圾直接无视就好了，还跟垃圾较劲,CHINESE
cосать,RUSSIAN
хЗХВЗФЫФВЫА,RUSSIAN
ПОТОМ ПОГОВРИШЬ,RUSSIAN
писюнчик,RUSSIAN
снюхал,RUSSIAN
D[d[d[d[,SPANISH
быстро,RUSSIAN
чел,RUSSIAN
6 2,[]
чел,RUSSIAN
жри яйца,RUSSIAN
6 пососанных хуев,RUSSIAN
??*?,[]
???,[]
???,[]
???,[]
???,[]
??,[]
((((,[]
захуярили вдвоев сапорта,RUSSIAN
а сапорт отхуярил керри,RUSSIAN
в хроне,RUSSIAN
хвахпыхвахп,RUSSIAN
ням,RUSSIAN
ye lf,ENGLISH
mf noob,ENGLISH
report ursa ty,ENGLISH
cute,ENGLISH
hahah,SPANISH
ursa,SPANISH
support,ENGLISH
cujte,SPANISH
wp,ENGLISH
ursa dumbass,ENGLISH
ты что какой рандом,RUSSIAN
 Я их предупредил,RUSSIAN
?,[]
first pick random pl xddd,ENGLISH
анлак,RUSSIAN
на бисте,RUSSIAN
сидит,RUSSIAN
)),[]
А чё это было,RUSSIAN
переливает,RUSSIAN
АВЫВАХЫВАХ,RUSSIAN
и на бисте тоже,RUSSIAN
np,ENGLISH
che tam,ENGLISH
brach),ENGLISH
np,ENGLISH
how so,ENGLISH
?,[]
?,[]
мне еще и тангусик не дали,RUSSIAN
?,[]
да тут слитая катка,RUSSIAN
типни дура,RUSSIAN
типала же,RUSSIAN
типни дура,RUSSIAN
я жду,RUSSIAN
хорошая игра,RUSSIAN
давай,RUSSIAN
ало долбаебище,RUSSIAN
не фанатей,RUSSIAN
ахахах,RUSSIAN
тебе самому не стыдно,RUSSIAN
ебало с жопі достал,RUSSIAN
обоссішь,RUSSIAN
ты сам с собой разговариваешь,RUSSIAN
ы,RUSSIAN
да я говорю сам с собой,RUSSIAN
а какой то хуеглот на наге встряет,RUSSIAN
в чём твоя проблема,RUSSIAN
сын говна,RUSSIAN
ты же меня типал,RUSSIAN
проблемы явно у тебя,RUSSIAN
говори,RUSSIAN
слушаю,RUSSIAN
уёбок,RUSSIAN
),[]
бери шпатель пиздуй отстраивать базу,RUSSIAN
призывай друзей,RUSSIAN
каждому по шпателю,RUSSIAN
в 6 отстроите,RUSSIAN
ты не учишься на ошибках...,RUSSIAN
как вам мой керри ?,RUSSIAN
типает не плохо,RUSSIAN
вся его игра,RUSSIAN
+,[]
жесть,RUSSIAN
2 типа в 10 минут,RUSSIAN
изи мид,RUSSIAN
лох,RUSSIAN
hahahaha,SPANISH
gg,ENGLISH
puck,ENGLISH
waht to do,ENGLISH
i rape u now,ENGLISH
?,[]
gg,ENGLISH
tanga,SPANISH
ok ,ENGLISH
dude,ENGLISH
sabay GG,ENGLISH
bobo amputa,SPANISH
ano ka malakas?,ENGLISH
i dnt speak alien,ENGLISH
sorrty,ENGLISH
kunyare ka pa tanga,SPANISH
let them suffer,ENGLISH
ez mid,SPANISH
idjots,SPANISH
ez game amputa,SPANISH
gg ez,SPANISH
tanga tanga niyo,SPANISH
Z V,SPANISH
ez morph,ENGLISH
rmk,SPANISH
go end,SPANISH
NO,SPANISH
ENJOY,ENGLISH
12-3 vs FEED MID,ENGLISH
AM AFK ALREADY,ENGLISH
MID DIFF,ENGLISH
SO EZ,SPANISH
we know it,ENGLISH
if mid cant kill,ENGLISH
he fckn useless a high level hero,ENGLISH
NOOB PUDGE,ENGLISH
idk y u guys tri lane,ENGLISH
зови дружков,RUSSIAN
чушбан,RUSSIAN
),[]
меня не зовут я сам прихожу,RUSSIAN
у меня нет друзей,RUSSIAN
у меня семья,RUSSIAN
сын шлюхи,RUSSIAN
домой пизду,RUSSIAN
ты на котле до этогол,RUSSIAN
играл,RUSSIAN
?,[]
или не,RUSSIAN
1 игра,RUSSIAN
в доте впервые?,RUSSIAN
и чего вы сдались,RUSSIAN
AM,SPANISH
was tebe pizdi natanem,SPANISH
podaidi na am,SPANISH
pizdi natanem tebe,SPANISH
ВЫ БЫ СЛЫШАЛИ ЧТО У НАС ТИПЫ ПИЗДИТ,RUSSIAN
govaril tebe,ENGLISH
wto pizdi natanem,SPANISH
чо пиздит,RUSSIAN
we have vry baby afk lmao ,ENGLISH
OMG,ENGLISH
wrong send sorry,ENGLISH
just end mid,ENGLISH
ty,ENGLISH
GGWP,ENGLISH
ggwp,ENGLISH
wp lina,SPANISH
thanks ^^ you guys too,ENGLISH
neeh we played bad,ENGLISH
lol,SPANISH
gg,ENGLISH
GGW,ENGLISH
gg,ENGLISH
敌法 赶紧刷,CHINESE
要不然游戏结束了 ,CHINESE
给我龙骑哥磕一个,CHINESE
0-8,[]
再坚持会  等VS A 好吗,CHINESE
你应该给下路磕,CHINESE
等全场了,CHINESE
可惜了,CHINESE
下路说上路炸了,CHINESE
haahaha,ENGLISH
Yowe awat na ,ENGLISH
不要补刀,CHINESE
速推把,CHINESE
2 крита,RUSSIAN
сходи нахуй,RUSSIAN
подряд),RUSSIAN
讲道理该还给我,CHINESE
1 3 加起来1-十几,CHINESE
gg,ENGLISH
изи,RUSSIAN
бесы,RUSSIAN
уя,RUSSIAN
за меня,RUSSIAN
ez,SPANISH
Ez,SPANISH
Ez,SPANISH
e,SPANISH
бара решил пофапмить,RUSSIAN
пусть фармит,RUSSIAN
сносите  быстрее только,RUSSIAN
иди за руной,RUSSIAN
луна,RUSSIAN
может не будете дефать и всё?,RUSSIAN
камбек,RUSSIAN
ща вас разнесем ))),RUSSIAN
ое,RUSSIAN
селедке репорт,RUSSIAN
ок,RUSSIAN
селедке лайк,RUSSIAN
я уже первую шмотку собрал))),RUSSIAN
?,[]
？？ 不抵抗了直接？,CHINESE
哎呀我的刷新没爽呢,CHINESE
Gg,ENGLISH
),[]
อย่าให้กูเห็นมึง ในแรงค์อีกนะ,[]
))),[]
ФВЫХФВЫ-ХВФЫХ,RUSSIAN
уебище,RUSSIAN
наа снайпере,RUSSIAN
ЕБАШЬТЕ ТРОН),RUSSIAN
малой обиделся,RUSSIAN
ЛАН),RUSSIAN
(,[]
мб закончите?,RUSSIAN
я конечно не спешу,RUSSIAN
но можно и без мега,RUSSIAN
он если что у вас в лесу в верхнем,RUSSIAN
уроки уже сделаны,RUSSIAN
стоит кемпы хуярит,RUSSIAN
может подольше поиграть,RUSSIAN
ПРИКОЛЬНЫЙ ГЕРОЙ ,RUSSIAN
всем спс,RUSSIAN
РЕПОРТ БАРЕ,RUSSIAN
ПУСТЬ В ЛП СИДИТ,RUSSIAN
УЕБОК,RUSSIAN
хускар я иду фидить тебя,RUSSIAN
Братик,RUSSIAN
Бывает,RUSSIAN
да забей медуза,RUSSIAN
Не фидь,RUSSIAN
Играй честно,RUSSIAN
да какой блять бывает,RUSSIAN
похуй на этого далбаеба на бапре,RUSSIAN
я не буду играть с дабл кором,RUSSIAN
мы играем честго,RUSSIAN
нам такие ебанаты попадаются,RUSSIAN
бара по твоему честно играет,RUSSIAN
?,[]
я не про бару,RUSSIAN
я и медуза,RUSSIAN
хускар снеси нас по быстрее,RUSSIAN
мы патиэ,RUSSIAN
пж,RUSSIAN
Ок,RUSSIAN
я не дефаю,RUSSIAN
ну что дела,RUSSIAN
чем быстрее нафидим тем быстрее снесут,RUSSIAN
давайте все вместе,RUSSIAN
реагри тавер,RUSSIAN
киньте баре и сларку репорт,RUSSIAN
два ебача,RUSSIAN
+,[]
купи там себе тараску,RUSSIAN
чтобы сносить лучше,RUSSIAN
обосанная тима,RUSSIAN
скажи спс пати баре и сларку,RUSSIAN
и репортов им киньте,RUSSIAN
а то след за вас попадутся,RUSSIAN
и уже вы будете  просить снести,RUSSIAN
и тебе плакса,RUSSIAN
хускар купи тараску,RUSSIAN
это не я,RUSSIAN
бара  еблан,RUSSIAN
ъхцфвыахъфывхаъыва,RUSSIAN
умом,RUSSIAN
сларк попуск,RUSSIAN
он 4 поз,RUSSIAN
АХАХАХАХХА,RUSSIAN
это не было бы так смешно если бы не было так грустно,RUSSIAN
Я ШЕЛ НА НОРМАЛЬНУЮ ПЕРЕСТРЕЛКУ !!!!!!!!!!,RUSSIAN
КАК В ВЕСТЕРНЕ,RUSSIAN
А ВЫ БЛЯТЬ,RUSSIAN
......,[]
хускар кайфуй,RUSSIAN
а так я тебя высушу,RUSSIAN
фантомка не играй с салом,RUSSIAN
никогда,RUSSIAN
XD,SPANISH
ez,SPANISH
СПАСИБО ЗА ИГРУ,RUSSIAN
xd,SPANISH
gg,ENGLISH
GG,ENGLISH
you dont want to let necro abandon? ,ENGLISH
let him abandon,ENGLISH
Okay deff,ENGLISH
d,SPANISH
GG EZ,SPANISH
ЖДЕМ,RUSSIAN
ИЛИ БОИТЕСЬ,RUSSIAN
u pick ark warden this is 6 vs 5,ENGLISH
boimsya,SPANISH
он в сеть зашёл,RUSSIAN
6 vs 5?,ENGLISH
0 cd,ENGLISH
что за бездарь на арке,RUSSIAN
?,[]
посмотри на своего героя,RUSSIAN
u have no cd,ENGLISH
Хуета беззубая,RUSSIAN
on slpell,ENGLISH
так ты не раситываешь урон по себе,RUSSIAN
а мне бесполезно что-то расчитывать,RUSSIAN
у меня гуля вместо фарма,RUSSIAN
иди нахуй сын шлюхи,RUSSIAN
предпочитает фидить,RUSSIAN
хуета у тя кнопка 50 маны,RUSSIAN
1000 дамага,RUSSIAN
наносит,RUSSIAN
у меня в ней,RUSSIAN
13 нек,RUSSIAN
к,RUSSIAN
нетворс,RUSSIAN
пацан я играю головой,RUSSIAN
а ты ей бьешься,RUSSIAN
в нас,RUSSIAN
завали пиздак,RUSSIAN
хороший герой,RUSSIAN
гейрой,RUSSIAN
у тебя тоже,RUSSIAN
дружок,RUSSIAN
АХАХАХ ТЫ ЧЕ ЕБАНУтЫЙ У ТЕБЯ БЕРСТ 2 КАСАРЯ,RUSSIAN
СКУФИК,RUSSIAN
так вы вчетвером на меня?,RUSSIAN
аххаха,RUSSIAN
да,RUSSIAN
что ты несёшь,RUSSIAN
я ваще в ахуе с ття,RUSSIAN
на омнике,RUSSIAN
меня просто законтрить,RUSSIAN
просто вы бдездари,RUSSIAN
и этого не понимаете,RUSSIAN
пхахаха,RUSSIAN
а че ты ноешь хуета,RUSSIAN
ебаная,RUSSIAN
с таверны,RUSSIAN
"frhjq t,kj",ENGLISH
ладно,RUSSIAN
тут гг,RUSSIAN
ХАХА,RUSSIAN
без шансовое,RUSSIAN
долбаеб,RUSSIAN
мы же тя законтрить,RUSSIAN
не можем,RUSSIAN
до 7к 1 игра оставалась,RUSSIAN
ты дегенерат,RUSSIAN
в зеркало,RUSSIAN
ты даже не знаешь что несёшь,RUSSIAN
АЪАЪАЪ,RUSSIAN
。。,[]
为了我一个火墙 值得吗,CHINESE
太看得起我,CHINESE
亡命一波,CHINESE
Can I have a tase?,ENGLISH
Good luck and have fun! \ue06a,ENGLISH
good suports,ENGLISH
?,[]
fuckkk this game,ENGLISH
look at veng,ENGLISH
just look at veng,ENGLISH
report veng please,ENGLISH
Gg wp,ENGLISH
эт фора,RUSSIAN
аххахахха,RUSSIAN
аххахахах,RUSSIAN
",ывапет брат",RUSSIAN
мужики,RUSSIAN
киньте лайк за стаки),RUSSIAN
ахах-аха,RUSSIAN
sasi,ENGLISH
кто легу пикнул четь не заруинил ,RUSSIAN
Я,RUSSIAN
я думла пикнул ив  туалет пошел,RUSSIAN
gg,ENGLISH
встаньте афк нахуй,RUSSIAN
зачем время тянуть ,RUSSIAN
ez,SPANISH
gg,ENGLISH
？,[]
Braindead hero,ENGLISH
WHEN GAME BEGAIN,ENGLISH
ISAY I LET PUCK CRY,ENGLISH
gg,ENGLISH
can end ,ENGLISH
i need watch replay,ENGLISH
why bane 0 4 puck ,ENGLISH
in lane,ENGLISH
sleep hit,ENGLISH
PUCK,ENGLISH
HAHA,ENGLISH
so problematic,ENGLISH
my mirana lvl 1 leap,SPANISH
